Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
31367,Cymbeline,9,4.3.48,PISANIO,Perplex'd in all. The heavens still must work.
31368,Cymbeline,9,4.3.49,PISANIO,"Wherein I am false I am honest, not true, to be true."
31369,Cymbeline,9,4.3.50,PISANIO,"These present wars shall find I love my country,"
31370,Cymbeline,9,4.3.51,PISANIO,"Even to the note o' the king, or I'll fall in them."
31371,Cymbeline,9,4.3.52,PISANIO,"All other doubts, by time let them be clear'd:"
31372,Cymbeline,9,4.3.53,PISANIO,Fortune brings in some boats that are not steer'd.
31373,Cymbeline,9,,PISANIO,Exit
31374,Cymbeline,9,,PISANIO,SCENE IV. Wales: before the cave of Belarius.
31375,Cymbeline,9,,PISANIO,"Enter BELARIUS, GUIDERIUS, and ARVIRAGUS."
31376,Cymbeline,1,4.4.1,GUIDERIUS,The noise is round about us.
31377,Cymbeline,2,4.4.2,BELARIUS,Let us from it.
31378,Cymbeline,3,4.4.3,ARVIRAGUS,"What pleasure, sir, find we in life, to lock it"
31379,Cymbeline,3,4.4.4,ARVIRAGUS,From action and adventure?
31380,Cymbeline,4,4.4.5,GUIDERIUS,"Nay, what hope"
31381,Cymbeline,4,4.4.6,GUIDERIUS,"Have we in hiding us? This way, the Romans"
31382,Cymbeline,4,4.4.7,GUIDERIUS,"Must or for Britons slay us, or receive us"
31383,Cymbeline,4,4.4.8,GUIDERIUS,For barbarous and unnatural revolts
31384,Cymbeline,4,4.4.9,GUIDERIUS,"During their use, and slay us after."
31385,Cymbeline,5,4.4.10,BELARIUS,"Sons,"
31386,Cymbeline,5,4.4.11,BELARIUS,"We'll higher to the mountains, there secure us."
31387,Cymbeline,5,4.4.12,BELARIUS,To the king's party there's no going: newness
31388,Cymbeline,5,4.4.13,BELARIUS,"Of Cloten's death--we being not known, not muster'd"
31389,Cymbeline,5,4.4.14,BELARIUS,Among the bands--may drive us to a render
31390,Cymbeline,5,4.4.15,BELARIUS,"Where we have lived, and so extort from's that"
31391,Cymbeline,5,4.4.16,BELARIUS,"Which we have done, whose answer would be death"
31392,Cymbeline,5,4.4.17,BELARIUS,Drawn on with torture.
31393,Cymbeline,6,4.4.18,GUIDERIUS,"This is, sir, a doubt"
31394,Cymbeline,6,4.4.19,GUIDERIUS,"In such a time nothing becoming you,"
31395,Cymbeline,6,4.4.20,GUIDERIUS,Nor satisfying us.
31396,Cymbeline,7,4.4.21,ARVIRAGUS,It is not likely
31397,Cymbeline,7,4.4.22,ARVIRAGUS,"That when they hear the Roman horses neigh,"
31398,Cymbeline,7,4.4.23,ARVIRAGUS,"Behold their quarter'd fires, have both their eyes"
31399,Cymbeline,7,4.4.24,ARVIRAGUS,"And ears so cloy'd importantly as now,"
31400,Cymbeline,7,4.4.25,ARVIRAGUS,"That they will waste their time upon our note,"
31401,Cymbeline,7,4.4.26,ARVIRAGUS,To know from whence we are.
31402,Cymbeline,8,4.4.27,BELARIUS,"O, I am known"
31403,Cymbeline,8,4.4.28,BELARIUS,"Of many in the army: many years,"
31404,Cymbeline,8,4.4.29,BELARIUS,"Though Cloten then but young, you see, not wore him"
31405,Cymbeline,8,4.4.30,BELARIUS,"From my remembrance. And, besides, the king"
31406,Cymbeline,8,4.4.31,BELARIUS,"Hath not deserved my service nor your loves,"
31407,Cymbeline,8,4.4.32,BELARIUS,"Who find in my exile the want of breeding,"
31408,Cymbeline,8,4.4.33,BELARIUS,"The certainty of this hard life, aye hopeless"
31409,Cymbeline,8,4.4.34,BELARIUS,"To have the courtesy your cradle promised,"
31410,Cymbeline,8,4.4.35,BELARIUS,But to be still hot summer's tamings and
31411,Cymbeline,8,4.4.36,BELARIUS,The shrinking slaves of winter.
31412,Cymbeline,9,4.4.37,GUIDERIUS,Than be so
31413,Cymbeline,9,4.4.38,GUIDERIUS,"Better to cease to be. Pray, sir, to the army:"
31414,Cymbeline,9,4.4.39,GUIDERIUS,"I and my brother are not known, yourself"
31415,Cymbeline,9,4.4.40,GUIDERIUS,"So out of thought, and thereto so o'ergrown,"
31416,Cymbeline,9,4.4.41,GUIDERIUS,Cannot be question'd.
31417,Cymbeline,10,4.4.42,ARVIRAGUS,"By this sun that shines,"
31418,Cymbeline,10,4.4.43,ARVIRAGUS,I'll thither: what thing is it that I never
31419,Cymbeline,10,4.4.44,ARVIRAGUS,"Did see man die! scarce ever look'd on blood,"
31420,Cymbeline,10,4.4.45,ARVIRAGUS,"But that of coward hares, hot goats, and venison!"
31421,Cymbeline,10,4.4.46,ARVIRAGUS,"Never bestrid a horse, save one that had"
31422,Cymbeline,10,4.4.47,ARVIRAGUS,"A rider like myself, who ne'er wore rowel"
31423,Cymbeline,10,4.4.48,ARVIRAGUS,Nor iron on his heel! I am ashamed
31424,Cymbeline,10,4.4.49,ARVIRAGUS,"To look upon the holy sun, to have"
31425,Cymbeline,10,4.4.50,ARVIRAGUS,"The benefit of his blest beams, remaining"
31426,Cymbeline,10,4.4.51,ARVIRAGUS,So long a poor unknown.
31427,Cymbeline,11,4.4.52,GUIDERIUS,"By heavens, I'll go:"
31428,Cymbeline,11,4.4.53,GUIDERIUS,"If you will bless me, sir, and give me leave,"
31429,Cymbeline,11,4.4.54,GUIDERIUS,"I'll take the better care, but if you will not,"
31430,Cymbeline,11,4.4.55,GUIDERIUS,The hazard therefore due fall on me by
31431,Cymbeline,11,4.4.56,GUIDERIUS,The hands of Romans!
31432,Cymbeline,12,4.4.57,ARVIRAGUS,"So say I	amen."
31433,Cymbeline,13,4.4.58,BELARIUS,"No reason I, since of your lives you set"
31434,Cymbeline,13,4.4.59,BELARIUS,"So slight a valuation, should reserve"
31435,Cymbeline,13,4.4.60,BELARIUS,"My crack'd one to more care. Have with you, boys!"
31436,Cymbeline,13,4.4.61,BELARIUS,"If in your country wars you chance to die,"
31437,Cymbeline,13,4.4.62,BELARIUS,"That is my bed too, lads, an there I'll lie:"
31438,Cymbeline,13,4.4.63,BELARIUS,"Lead, lead."
31439,Cymbeline,13,,BELARIUS,Aside
31440,Cymbeline,13,4.4.64,BELARIUS,"The time seems long, their blood"
31441,Cymbeline,13,4.4.65,BELARIUS,"thinks scorn,"
31442,Cymbeline,13,4.4.66,BELARIUS,Till it fly out and show them princes born.
31443,Cymbeline,13,,BELARIUS,Exeunt
31444,Cymbeline,13,,BELARIUS,ACT V
31445,Cymbeline,13,,BELARIUS,SCENE I. Britain. The Roman camp.
31446,Cymbeline,13,,BELARIUS,"Enter POSTHUMUS, with a bloody handkerchief"
31447,Cymbeline,1,5.1.1,POSTHUMUS LEONATUS,"Yea, bloody cloth, I'll keep thee, for I wish'd"
31448,Cymbeline,1,5.1.2,POSTHUMUS LEONATUS,"Thou shouldst be colour'd thus. You married ones,"
31449,Cymbeline,1,5.1.3,POSTHUMUS LEONATUS,"If each of you should take this course, how many"
31450,Cymbeline,1,5.1.4,POSTHUMUS LEONATUS,Must murder wives much better than themselves
31451,Cymbeline,1,5.1.5,POSTHUMUS LEONATUS,For wrying but a little! O Pisanio!
31452,Cymbeline,1,5.1.6,POSTHUMUS LEONATUS,Every good servant does not all commands:
31453,Cymbeline,1,5.1.7,POSTHUMUS LEONATUS,No bond but to do just ones. Gods! if you
31454,Cymbeline,1,5.1.8,POSTHUMUS LEONATUS,"Should have ta'en vengeance on my faults, I never"
31455,Cymbeline,1,5.1.9,POSTHUMUS LEONATUS,Had lived to put on this: so had you saved
31456,Cymbeline,1,5.1.10,POSTHUMUS LEONATUS,"The noble Imogen to repent, and struck"
31457,Cymbeline,1,5.1.11,POSTHUMUS LEONATUS,"Me, wretch more worth your vengeance. But, alack,"
31458,Cymbeline,1,5.1.12,POSTHUMUS LEONATUS,"You snatch some hence for little faults, that's love,"
31459,Cymbeline,1,5.1.13,POSTHUMUS LEONATUS,To have them fall no more: you some permit
31460,Cymbeline,1,5.1.14,POSTHUMUS LEONATUS,"To second ills with ills, each elder worse,"
31461,Cymbeline,1,5.1.15,POSTHUMUS LEONATUS,"And make them dread it, to the doers' thrift."
31462,Cymbeline,1,5.1.16,POSTHUMUS LEONATUS,"But Imogen is your own: do your best wills,"
31463,Cymbeline,1,5.1.17,POSTHUMUS LEONATUS,And make me blest to obey! I am brought hither
31464,Cymbeline,1,5.1.18,POSTHUMUS LEONATUS,"Among the Italian gentry, and to fight"
31465,Cymbeline,1,5.1.19,POSTHUMUS LEONATUS,Against my lady's kingdom: 'tis enough
31466,Cymbeline,1,5.1.20,POSTHUMUS LEONATUS,"That, Britain, I have kill'd thy mistress, peace!"
31467,Cymbeline,1,5.1.21,POSTHUMUS LEONATUS,"I'll give no wound to thee. Therefore, good heavens,"
31468,Cymbeline,1,5.1.22,POSTHUMUS LEONATUS,Hear patiently my purpose: I'll disrobe me
31469,Cymbeline,1,5.1.23,POSTHUMUS LEONATUS,Of these Italian weeds and suit myself
31470,Cymbeline,1,5.1.24,POSTHUMUS LEONATUS,As does a Briton peasant: so I'll fight
31471,Cymbeline,1,5.1.25,POSTHUMUS LEONATUS,"Against the part I come with, so I'll die"
31472,Cymbeline,1,5.1.26,POSTHUMUS LEONATUS,"For thee, O Imogen, even for whom my life"
31473,Cymbeline,1,5.1.27,POSTHUMUS LEONATUS,"Is every breath a death, and thus, unknown,"
31474,Cymbeline,1,5.1.28,POSTHUMUS LEONATUS,"Pitied nor hated, to the face of peril"
31475,Cymbeline,1,5.1.29,POSTHUMUS LEONATUS,Myself I'll dedicate. Let me make men know
31476,Cymbeline,1,5.1.30,POSTHUMUS LEONATUS,More valour in me than my habits show.
31477,Cymbeline,1,5.1.31,POSTHUMUS LEONATUS,"Gods, put the strength o' the Leonati in me!"
31478,Cymbeline,1,5.1.32,POSTHUMUS LEONATUS,"To shame the guise o' the world, I will begin"
31479,Cymbeline,1,5.1.33,POSTHUMUS LEONATUS,"The fashion, less without and more within."
31480,Cymbeline,1,,POSTHUMUS LEONATUS,Exit
31481,Cymbeline,1,,POSTHUMUS LEONATUS,SCENE II. Field of battle between the British and Roman camps.
31482,Cymbeline,1,,POSTHUMUS LEONATUS,"Enter, from one side, LUCIUS, IACHIMO, and  the Roman Army: from the other side, the  British Army, POSTHUMUS LEONATUS following,  like a poor soldier. They march over and go  out. Then enter again, in skirmish, IACHIMO  and POSTHUMUS LEONATUS he vanquisheth and disarmeth IACHIMO, and then leaves him"
31483,Cymbeline,1,5.2.1,IACHIMO,The heaviness and guilt within my bosom
31484,Cymbeline,1,5.2.2,IACHIMO,"Takes off my manhood: I have belied a lady,"
31485,Cymbeline,1,5.2.3,IACHIMO,"The princess of this country, and the air on't"
31486,Cymbeline,1,5.2.4,IACHIMO,"Revengingly enfeebles me, or could this carl,"
31487,Cymbeline,1,5.2.5,IACHIMO,"A very drudge of nature's, have subdued me"
31488,Cymbeline,1,5.2.6,IACHIMO,"In my profession? Knighthoods and honours, borne"
31489,Cymbeline,1,5.2.7,IACHIMO,"As I wear mine, are titles but of scorn."
31490,Cymbeline,1,5.2.8,IACHIMO,"If that thy gentry, Britain, go before"
31491,Cymbeline,1,5.2.9,IACHIMO,"This lout as he exceeds our lords, the odds"
31492,Cymbeline,1,5.2.10,IACHIMO,Is that we scarce are men and you are gods.
31493,Cymbeline,1,,IACHIMO,Exit
31494,Cymbeline,1,,IACHIMO,"The battle continues, the Britons fly, CYMBELINE is  taken: then enter, to his rescue, BELARIUS, GUIDERIUS, and ARVIRAGUS"
31495,Cymbeline,2,5.2.11,BELARIUS,"Stand, stand! We have the advantage of the ground,"
31496,Cymbeline,2,5.2.12,BELARIUS,The lane is guarded: nothing routs us but
31497,Cymbeline,2,5.2.13,BELARIUS,The villany of our fears.
31498,Cymbeline,4,5.2.14,ARVIRAGUS,"Stand, stand, and fight!"
31499,Cymbeline,4,5.2.14,ARVIRAGUS,"Re-enter POSTHUMUS LEONATUS, and seconds the  Britons: they rescue CYMBELINE, and exeunt. Then re-enter LUCIUS, and IACHIMO, with IMOGEN"
31500,Cymbeline,5,5.2.15,CAIUS LUCIUS,"Away, boy, from the troops, and save thyself,"
31501,Cymbeline,5,5.2.16,CAIUS LUCIUS,"For friends kill friends, and the disorder's such"
31502,Cymbeline,5,5.2.17,CAIUS LUCIUS,As war were hoodwink'd.
31503,Cymbeline,6,5.2.18,IACHIMO,'Tis their fresh supplies.
31504,Cymbeline,7,5.2.19,CAIUS LUCIUS,It is a day turn'd strangely: or betimes
31505,Cymbeline,7,5.2.20,CAIUS LUCIUS,"Let's reinforce, or fly."
31506,Cymbeline,7,,CAIUS LUCIUS,Exeunt
31507,Cymbeline,7,,CAIUS LUCIUS,SCENE III. Another part of the field.
31508,Cymbeline,7,,CAIUS LUCIUS,Enter POSTHUMUS LEONATUS and a British Lord
31509,Cymbeline,1,5.3.1,Lord,Camest thou from where they made the stand?
31510,Cymbeline,2,5.3.2,POSTHUMUS LEONATUS,I did.
31511,Cymbeline,2,5.3.3,POSTHUMUS LEONATUS,"Though you, it seems, come from the fliers."
31512,Cymbeline,3,5.3.4,Lord,I did.
31513,Cymbeline,4,5.3.5,POSTHUMUS LEONATUS,"No blame be to you, sir, for all was lost,"
31514,Cymbeline,4,5.3.6,POSTHUMUS LEONATUS,But that the heavens fought: the king himself
31515,Cymbeline,4,5.3.7,POSTHUMUS LEONATUS,"Of his wings destitute, the army broken,"
31516,Cymbeline,4,5.3.8,POSTHUMUS LEONATUS,"And but the backs of Britons seen, all flying"
31517,Cymbeline,4,5.3.9,POSTHUMUS LEONATUS,"Through a straight lane, the enemy full-hearted,"
31518,Cymbeline,4,5.3.10,POSTHUMUS LEONATUS,"Lolling the tongue with slaughtering, having work"
31519,Cymbeline,4,5.3.11,POSTHUMUS LEONATUS,"More plentiful than tools to do't, struck down"
31520,Cymbeline,4,5.3.12,POSTHUMUS LEONATUS,"Some mortally, some slightly touch'd, some falling"
31521,Cymbeline,4,5.3.13,POSTHUMUS LEONATUS,"Merely through fear, that the straight pass was damm'd"
31522,Cymbeline,4,5.3.14,POSTHUMUS LEONATUS,"With dead men hurt behind, and cowards living"
31523,Cymbeline,4,5.3.15,POSTHUMUS LEONATUS,To die with lengthen'd shame.
31524,Cymbeline,5,5.3.16,Lord,Where was this lane?
31525,Cymbeline,6,5.3.17,POSTHUMUS LEONATUS,"Close by the battle, ditch'd, and wall'd with turf,"
31526,Cymbeline,6,5.3.18,POSTHUMUS LEONATUS,"Which gave advantage to an ancient soldier,"
31527,Cymbeline,6,5.3.19,POSTHUMUS LEONATUS,"An honest one, I warrant, who deserved"
31528,Cymbeline,6,5.3.20,POSTHUMUS LEONATUS,"So long a breeding as his white beard came to,"
31529,Cymbeline,6,5.3.21,POSTHUMUS LEONATUS,"In doing this for's country: athwart the lane,"
31530,Cymbeline,6,5.3.22,POSTHUMUS LEONATUS,"He, with two striplings-lads more like to run"
31531,Cymbeline,6,5.3.23,POSTHUMUS LEONATUS,The country base than to commit such slaughter
31532,Cymbeline,6,5.3.24,POSTHUMUS LEONATUS,"With faces fit for masks, or rather fairer"
31533,Cymbeline,6,5.3.25,POSTHUMUS LEONATUS,"Than those for preservation cased, or shame--"
31534,Cymbeline,6,5.3.26,POSTHUMUS LEONATUS,"Made good the passage, cried to those that fled,"
31535,Cymbeline,6,5.3.27,POSTHUMUS LEONATUS,"'Our Britain s harts die flying, not our men:"
31536,Cymbeline,6,5.3.28,POSTHUMUS LEONATUS,"To darkness fleet souls that fly backwards. Stand,"
31537,Cymbeline,6,5.3.29,POSTHUMUS LEONATUS,Or we are Romans and will give you that
31538,Cymbeline,6,5.3.30,POSTHUMUS LEONATUS,"Like beasts which you shun beastly, and may save,"
31539,Cymbeline,6,5.3.31,POSTHUMUS LEONATUS,"But to look back in frown: stand, stand.'"
31540,Cymbeline,6,5.3.32,POSTHUMUS LEONATUS,"These three,"
31541,Cymbeline,6,5.3.33,POSTHUMUS LEONATUS,"Three thousand confident, in act as many--"
31542,Cymbeline,6,5.3.34,POSTHUMUS LEONATUS,For three performers are the file when all
31543,Cymbeline,6,5.3.35,POSTHUMUS LEONATUS,"The rest do nothing--with this word 'Stand, stand,'"
31544,Cymbeline,6,5.3.36,POSTHUMUS LEONATUS,"Accommodated by the place, more charming"
31545,Cymbeline,6,5.3.37,POSTHUMUS LEONATUS,"With their own nobleness, which could have turn'd"
31546,Cymbeline,6,5.3.38,POSTHUMUS LEONATUS,"A distaff to a lance, gilded pale looks,"
31547,Cymbeline,6,5.3.39,POSTHUMUS LEONATUS,"Part shame, part spirit renew'd, that some,"
31548,Cymbeline,6,5.3.40,POSTHUMUS LEONATUS,turn'd coward
31549,Cymbeline,6,5.3.41,POSTHUMUS LEONATUS,"But by example--O, a sin in war,"
31550,Cymbeline,6,5.3.42,POSTHUMUS LEONATUS,Damn'd in the first beginners!--gan to look
31551,Cymbeline,6,5.3.43,POSTHUMUS LEONATUS,"The way that they did, and to grin like lions"
31552,Cymbeline,6,5.3.44,POSTHUMUS LEONATUS,Upon the pikes o' the hunters. Then began
31553,Cymbeline,6,5.3.45,POSTHUMUS LEONATUS,"A stop i' the chaser, a retire, anon"
31554,Cymbeline,6,5.3.46,POSTHUMUS LEONATUS,"A rout, confusion thick, forthwith they fly"
31555,Cymbeline,6,5.3.47,POSTHUMUS LEONATUS,"Chickens, the way which they stoop'd eagles, slaves,"
31556,Cymbeline,6,5.3.48,POSTHUMUS LEONATUS,"The strides they victors made: and now our cowards,"
31557,Cymbeline,6,5.3.49,POSTHUMUS LEONATUS,"Like fragments in hard voyages, became"
31558,Cymbeline,6,5.3.50,POSTHUMUS LEONATUS,The life o' the need: having found the backdoor open
31559,Cymbeline,6,5.3.51,POSTHUMUS LEONATUS,"Of the unguarded hearts, heavens, how they wound!"
31560,Cymbeline,6,5.3.52,POSTHUMUS LEONATUS,"Some slain before, some dying, some their friends"
31561,Cymbeline,6,5.3.53,POSTHUMUS LEONATUS,"O'er borne i' the former wave: ten, chased by one,"
31562,Cymbeline,6,5.3.54,POSTHUMUS LEONATUS,Are now each one the slaughter-man of twenty:
31563,Cymbeline,6,5.3.55,POSTHUMUS LEONATUS,Those that would die or ere resist are grown
31564,Cymbeline,6,5.3.56,POSTHUMUS LEONATUS,The mortal bugs o' the field.
31565,Cymbeline,7,5.3.57,Lord,This was strange chance
31566,Cymbeline,7,5.3.58,Lord,"A narrow lane, an old man, and two boys."
31567,Cymbeline,8,5.3.59,POSTHUMUS LEONATUS,"Nay, do not wonder at it: you are made"
31568,Cymbeline,8,5.3.60,POSTHUMUS LEONATUS,Rather to wonder at the things you hear
31569,Cymbeline,8,5.3.61,POSTHUMUS LEONATUS,"Than to work any. Will you rhyme upon't,"
31570,Cymbeline,8,5.3.62,POSTHUMUS LEONATUS,And vent it for a mockery? Here is one:
31571,Cymbeline,8,5.3.63,POSTHUMUS LEONATUS,"'Two boys, an old man twice a boy, a lane,"
31572,Cymbeline,8,5.3.64,POSTHUMUS LEONATUS,"Preserved the Britons, was the Romans' bane.'"
31573,Cymbeline,9,5.3.65,Lord,"Nay, be not angry, sir."
31574,Cymbeline,10,5.3.66,POSTHUMUS LEONATUS,"'Lack, to what end?"
31575,Cymbeline,10,5.3.67,POSTHUMUS LEONATUS,"Who dares not stand his foe, I'll be his friend,"
31576,Cymbeline,10,5.3.68,POSTHUMUS LEONATUS,"For if he'll do as he is made to do,"
31577,Cymbeline,10,5.3.69,POSTHUMUS LEONATUS,I know he'll quickly fly my friendship too.
31578,Cymbeline,10,5.3.70,POSTHUMUS LEONATUS,You have put me into rhyme.
31579,Cymbeline,11,5.3.71,Lord,"Farewell, you're angry."
31580,Cymbeline,12,5.3.72,POSTHUMUS LEONATUS,Still going?
31581,Cymbeline,12,,POSTHUMUS LEONATUS,Exit Lord
31582,Cymbeline,12,5.3.73,POSTHUMUS LEONATUS,"This is a lord! O noble misery,"
31583,Cymbeline,12,5.3.74,POSTHUMUS LEONATUS,"To be i' the field, and ask 'what news?' of me!"
31584,Cymbeline,12,5.3.75,POSTHUMUS LEONATUS,To-day how many would have given their honours
31585,Cymbeline,12,5.3.76,POSTHUMUS LEONATUS,"To have saved their carcasses! took heel to do't,"
31586,Cymbeline,12,5.3.77,POSTHUMUS LEONATUS,"And yet died too! I, in mine own woe charm'd,"
31587,Cymbeline,12,5.3.78,POSTHUMUS LEONATUS,"Could not find death where I did hear him groan,"
31588,Cymbeline,12,5.3.79,POSTHUMUS LEONATUS,"Nor feel him where he struck: being an ugly monster,"
31589,Cymbeline,12,5.3.80,POSTHUMUS LEONATUS,"'Tis strange he hides him in fresh cups, soft beds,"
31590,Cymbeline,12,5.3.81,POSTHUMUS LEONATUS,"Sweet words, or hath more ministers than we"
31591,Cymbeline,12,5.3.82,POSTHUMUS LEONATUS,"That draw his knives i' the war. Well, I will find him"
31592,Cymbeline,12,5.3.83,POSTHUMUS LEONATUS,"For being now a favourer to the Briton,"
31593,Cymbeline,12,5.3.84,POSTHUMUS LEONATUS,"No more a Briton, I have resumed again"
31594,Cymbeline,12,5.3.85,POSTHUMUS LEONATUS,"The part I came in: fight I will no more,"
31595,Cymbeline,12,5.3.86,POSTHUMUS LEONATUS,But yield me to the veriest hind that shall
31596,Cymbeline,12,5.3.87,POSTHUMUS LEONATUS,Once touch my shoulder. Great the slaughter is
31597,Cymbeline,12,5.3.88,POSTHUMUS LEONATUS,"Here made by the Roman, great the answer be"
31598,Cymbeline,12,5.3.89,POSTHUMUS LEONATUS,"Britons must take. For me, my ransom's death,"
31599,Cymbeline,12,5.3.90,POSTHUMUS LEONATUS,"On either side I come to spend my breath,"
31600,Cymbeline,12,5.3.91,POSTHUMUS LEONATUS,"Which neither here I'll keep nor bear again,"
31601,Cymbeline,12,5.3.92,POSTHUMUS LEONATUS,But end it by some means for Imogen.
31602,Cymbeline,12,,POSTHUMUS LEONATUS,Enter two British Captains and Soldiers
31603,Cymbeline,13,5.3.93,First Captain,Great Jupiter be praised! Lucius is taken.
31604,Cymbeline,13,5.3.94,First Captain,'Tis thought the old man and his sons were angels.
31605,Cymbeline,14,5.3.95,Second Captain,"There was a fourth man, in a silly habit,"
31606,Cymbeline,14,5.3.96,Second Captain,That gave the affront with them.
31607,Cymbeline,15,5.3.97,First Captain,So 'tis reported:
31608,Cymbeline,15,5.3.98,First Captain,But none of 'em can be found. Stand! who's there?
