Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine,Player
2216,Henry IV,80,3.2.377,thirty miles to ride yet ere dinner time.,CAPULET
2217,Henry IV,80,,Exit Peto,Lady
2218,Henry IV,80,3.2.378,"Jack, meet me to-morrow in the temple hall at two",Old Athenian
2219,Henry IV,80,3.2.379,o'clock in the afternoon.,TALBOT
2220,Henry IV,80,3.2.380,"There shalt thou know thy charge, and there receive",OCTAVIUS CAESAR
2221,Henry IV,80,3.2.381,Money and order for their furniture.,PRINCE
2222,Henry IV,80,3.2.382,"The land is burning, Percy stands on high,",CASSIUS
2223,Henry IV,80,3.2.383,And either we or they must lower lie.,DESDEMONA
2224,Henry IV,80,,Exit PRINCE HENRY,NORFOLK
2225,Henry IV,81,3.2.384,"Rare words! brave world! Hostess, my breakfast, come!",HOTSPUR
2226,Henry IV,81,3.2.385,"O, I could wish this tavern were my drum!",OCTAVIA
2227,Henry IV,81,,Exit,AUFIDIUS
2228,Henry IV,81,,ACT IV,IACHIMO
2229,Henry IV,81,,SCENE I. The rebel camp near Shrewsbury.,BERTRAM
2230,Henry IV,81,,"Enter HOTSPUR, WORCESTER, and DOUGLAS",IRIS
2231,Henry IV,1,4.1.1,"Well said, my noble Scot: if speaking truth",OLIVIA
2232,Henry IV,1,4.1.2,"In this fine age were not thought flattery,",HAMLET
2233,Henry IV,1,4.1.3,"Such attribution should the Douglas have,",KING RICHARD II
2234,Henry IV,1,4.1.4,As not a soldier of this season's stamp,FERDINAND
2235,Henry IV,1,4.1.5,Should go so general current through the world.,CLEOPATRA
2236,Henry IV,1,4.1.6,"By God, I cannot flatter, I do defy",CLAUDIO
2237,Henry IV,1,4.1.7,"The tongues of soothers, but a braver place",PRINCE HENRY
2238,Henry IV,1,4.1.8,In my heart's love hath no man than yourself:,DEMETRIUS
2239,Henry IV,1,4.1.9,"Nay, task me to my word, approve me, lord.",BUCKINGHAM
2240,Henry IV,2,4.1.10,Thou art the king of honour:,KING HENRY V
2241,Henry IV,2,4.1.11,No man so potent breathes upon the ground,THESEUS
2242,Henry IV,2,4.1.12,But I will beard him.,CELIA
2243,Henry IV,3,4.1.13,"Do so, and 'tis well.",Chorus
2244,Henry IV,3,,Enter a Messenger with letters,BRABANTIO
2245,Henry IV,3,4.1.14,What letters hast thou there?--I can but thank you.,HAMLET
2246,Henry IV,4,4.1.15,These letters come from your father.,QUEEN ELINOR
2247,Henry IV,5,4.1.16,Letters from him! why comes he not himself?,DUKE VINCENTIO
2248,Henry IV,6,4.1.17,"He cannot come, my lord, he is grievous sick.",BELARIUS
2249,Henry IV,7,4.1.18,'Zounds! how has he the leisure to be sick,MORTIMER
2250,Henry IV,7,4.1.19,In such a rustling time? Who leads his power?,IDEN
2251,Henry IV,7,4.1.20,Under whose government come they along?,ANGELO
2252,Henry IV,8,4.1.21,"His letters bear his mind, not I, my lord.",AJAX
2253,Henry IV,9,4.1.22,"I prithee, tell me, doth he keep his bed?",FLORIZEL
2254,Henry IV,10,4.1.23,"He did, my lord, four days ere I set forth,",DON JOHN
2255,Henry IV,10,4.1.24,And at the time of my departure thence,TOUCHSTONE
2256,Henry IV,10,4.1.25,He was much fear'd by his physicians.,HECTOR
2257,Henry IV,11,4.1.26,I would the state of time had first been whole,BASSANIO
2258,Henry IV,11,4.1.27,Ere he by sickness had been visited:,CLOTEN
2259,Henry IV,11,4.1.28,His health was never better worth than now.,PROSPERO
2260,Henry IV,12,4.1.29,Sick now! droop now! this sickness doth infect,First Senator
2261,Henry IV,12,4.1.30,"The very life-blood of our enterprise,",CAESAR
2262,Henry IV,12,4.1.31,"'Tis catching hither, even to our camp.",Chamberlain
2263,Henry IV,12,4.1.32,"He writes me here, that inward sickness--",PERICLES
2264,Henry IV,12,4.1.33,And that his friends by deputation could not,CASSIUS
2265,Henry IV,12,4.1.34,"So soon be drawn, nor did he think it meet",EDGAR
2266,Henry IV,12,4.1.35,To lay so dangerous and dear a trust,FERDINAND
2267,Henry IV,12,4.1.36,On any soul removed but on his own.,GLOUCESTER
2268,Henry IV,12,4.1.37,"Yet doth he give us bold advertisement,",IAGO
2269,Henry IV,12,4.1.38,"That with our small conjunction we should on,",FALSTAFF
2270,Henry IV,12,4.1.39,"To see how fortune is disposed to us,",SALARINO
2271,Henry IV,12,4.1.40,"For, as he writes, there is no quailing now.",JESSICA
2272,Henry IV,12,4.1.41,Because the king is certainly possess'd,BRUTUS
2273,Henry IV,12,4.1.42,Of all our purposes. What say you to it?,DAUPHIN
2274,Henry IV,13,4.1.43,Your father's sickness is a maim to us.,BURGUNDY
2275,Henry IV,14,4.1.44,"A perilous gash, a very limb lopp'd off:",BIANCA
2276,Henry IV,14,4.1.45,"And yet, in faith, it is not, his present want",LUCIUS
2277,Henry IV,14,4.1.46,Seems more than we shall find it: were it good,YORK
2278,Henry IV,14,4.1.47,To set the exact wealth of all our states,BASSANIO
2279,Henry IV,14,4.1.48,All at one cast? to set so rich a main,REGAN
2280,Henry IV,14,4.1.49,On the nice hazard of one doubtful hour?,AARON
2281,Henry IV,14,4.1.50,"It were not good, for therein should we read",ROSALIND
2282,Henry IV,14,4.1.51,"The very bottom and the soul of hope,",ARTHUR
2283,Henry IV,14,4.1.52,"The very list, the very utmost bound",GLOUCESTER
2284,Henry IV,14,4.1.53,Of all our fortunes.,KING PHILIP
2285,Henry IV,15,4.1.54,"'Faith, and so we should,",AGRIPPA
2286,Henry IV,15,4.1.55,Where now remains a sweet reversion:,First Lord
2287,Henry IV,15,4.1.56,We may boldly spend upon the hope of what,HOTSPUR
2288,Henry IV,15,4.1.57,Is to come in:,TIMON
2289,Henry IV,15,4.1.58,A comfort of retirement lives in this.,LADY ANNE
2290,Henry IV,16,4.1.59,"A rendezvous, a home to fly unto.",CRESSIDA
2291,Henry IV,16,4.1.60,If that the devil and mischance look big,First Lord
2292,Henry IV,16,4.1.61,Upon the maidenhead of our affairs.,LAFEU
2293,Henry IV,17,4.1.62,But yet I would your father had been here.,OLIVIA
2294,Henry IV,17,4.1.63,The quality and hair of our attempt,IACHIMO
2295,Henry IV,17,4.1.64,Brooks no division: it will be thought,ANTONY
2296,Henry IV,17,4.1.65,"By some, that know not why he is away,",COMINIUS
2297,Henry IV,17,4.1.66,"That wisdom, loyalty and mere dislike",KING HENRY VI
2298,Henry IV,17,4.1.67,Of our proceedings kept the earl from hence:,GONERIL
2299,Henry IV,17,4.1.68,And think how such an apprehension,BERTRAM
2300,Henry IV,17,4.1.69,May turn the tide of fearful faction,VIOLA
2301,Henry IV,17,4.1.70,"And breed a kind of question in our cause,",STEPHANO
2302,Henry IV,17,4.1.71,For well you know we of the offering side,Gentleman
2303,Henry IV,17,4.1.72,"Must keep aloof from strict arbitrement,",ANTONIO
2304,Henry IV,17,4.1.73,"And stop all sight-holes, every loop from whence",ROSALIND
2305,Henry IV,17,4.1.74,The eye of reason may pry in upon us:,NERISSA
2306,Henry IV,17,4.1.75,"This absence of your father's draws a curtain,",QUEEN MARGARET
2307,Henry IV,17,4.1.76,That shows the ignorant a kind of fear,IRIS
2308,Henry IV,17,4.1.77,Before not dreamt of.,Gentlewoman
2309,Henry IV,18,4.1.78,You strain too far.,BELARIUS
2310,Henry IV,18,4.1.79,I rather of his absence make this use:,CORIOLANUS
2311,Henry IV,18,4.1.80,"It lends a lustre and more great opinion,",ALBANY
2312,Henry IV,18,4.1.81,"A larger dare to our great enterprise,",HAMLET
2313,Henry IV,18,4.1.82,"Than if the earl were here, for men must think,",HENRY BOLINGBROKE
2314,Henry IV,18,4.1.83,If we without his help can make a head,WARWICK
2315,Henry IV,18,4.1.84,"To push against a kingdom, with his help",POMPEY
2316,Henry IV,18,4.1.85,We shall o'erturn it topsy-turvy down.,PORTIA
2317,Henry IV,18,4.1.86,"Yet all goes well, yet all our joints are whole.",KING CLAUDIUS
2318,Henry IV,19,4.1.87,As heart can think: there is not such a word,FALSTAFF
2319,Henry IV,19,4.1.88,Spoke of in Scotland as this term of fear.,RIVERS
2320,Henry IV,19,,Enter SIR RICHARD VERNON,PERICLES
2321,Henry IV,20,4.1.89,"My cousin Vernon, welcome, by my soul.",FALSTAFF
2322,Henry IV,21,4.1.90,"Pray God my news be worth a welcome, lord.",CORIOLANUS
2323,Henry IV,21,4.1.91,"The Earl of Westmoreland, seven thousand strong,",YORK
2324,Henry IV,21,4.1.92,"Is marching hitherwards, with him Prince John.",SHYLOCK
2325,Henry IV,22,4.1.93,No harm: what more?,SHYLOCK
2326,Henry IV,23,4.1.94,"And further, I have learn'd,",AEMELIA
2327,Henry IV,23,4.1.95,"The king himself in person is set forth,",EXETER
2328,Henry IV,23,4.1.96,"Or hitherwards intended speedily,",DESDEMONA
2329,Henry IV,23,4.1.97,With strong and mighty preparation.,TALBOT
2330,Henry IV,24,4.1.98,"He shall be welcome too. Where is his son,",DAUPHIN
2331,Henry IV,24,4.1.99,"The nimble-footed madcap Prince of Wales,",TAMORA
2332,Henry IV,24,4.1.100,"And his comrades, that daff'd the world aside,",OCTAVIUS CAESAR
2333,Henry IV,24,4.1.101,And bid it pass?,DUKE VINCENTIO
2334,Henry IV,25,4.1.102,"All furnish'd, all in arms,",ADRIANA
2335,Henry IV,25,4.1.103,All plumed like estridges that with the wind,ORLANDO
2336,Henry IV,25,4.1.104,"Baited like eagles having lately bathed,",TROILUS
2337,Henry IV,25,4.1.105,"Glittering in golden coats, like images,",GONERIL
2338,Henry IV,25,4.1.106,"As full of spirit as the month of May,",SIR ANDREW
2339,Henry IV,25,4.1.107,"And gorgeous as the sun at midsummer,",PAROLLES
2340,Henry IV,25,4.1.108,"Wanton as youthful goats, wild as young bulls.",PERICLES
2341,Henry IV,25,4.1.109,"I saw young Harry, with his beaver on,",Third Outlaw
2342,Henry IV,25,4.1.110,"His cuisses on his thighs, gallantly arm'd",CLARENCE
2343,Henry IV,25,4.1.111,"Rise from the ground like feather'd Mercury,",OLIVIA
2344,Henry IV,25,4.1.112,"And vaulted with such ease into his seat,",IAGO
2345,Henry IV,25,4.1.113,"As if an angel dropp'd down from the clouds,",Painter
2346,Henry IV,25,4.1.114,To turn and wind a fiery Pegasus,TROILUS
2347,Henry IV,25,4.1.115,And witch the world with noble horsemanship.,ADRIANA
2348,Henry IV,26,4.1.116,"No more, no more: worse than the sun in March,",HERMIA
2349,Henry IV,26,4.1.117,This praise doth nourish agues. Let them come:,PROSPERO
2350,Henry IV,26,4.1.118,"They come like sacrifices in their trim,",LORD POLONIUS
2351,Henry IV,26,4.1.119,And to the fire-eyed maid of smoky war,SIR HUGH EVANS
2352,Henry IV,26,4.1.120,All hot and bleeding will we offer them:,CHARLES
2353,Henry IV,26,4.1.121,The mailed Mars shall on his altar sit,of King Henry VI
2354,Henry IV,26,4.1.122,Up to the ears in blood. I am on fire,SPEED
2355,Henry IV,26,4.1.123,To hear this rich reprisal is so nigh,OLIVER
2356,Henry IV,26,4.1.124,"And yet not ours. Come, let me taste my horse,",CLAUDIO
2357,Henry IV,26,4.1.125,Who is to bear me like a thunderbolt,ANGELO
2358,Henry IV,26,4.1.126,Against the bosom of the Prince of Wales:,DUKE VINCENTIO
2359,Henry IV,26,4.1.127,"Harry to Harry shall, hot horse to horse,",MACBETH
2360,Henry IV,26,4.1.128,Meet and ne'er part till one drop down a corse.,GOWER
2361,Henry IV,26,4.1.129,O that Glendower were come!,PRINCE HENRY
2362,Henry IV,27,4.1.130,There is more news:,PERICLES
2363,Henry IV,27,4.1.131,"I learn'd in Worcester, as I rode along,",WESTMORELAND
2364,Henry IV,27,4.1.132,He cannot draw his power this fourteen days.,ARIEL
2365,Henry IV,28,4.1.133,That's the worst tidings that I hear of yet.,GLOUCESTER
2366,Henry IV,29,4.1.134,"Ay, by my faith, that bears a frosty sound.",CANTERBURY
2367,Henry IV,30,4.1.135,What may the king's whole battle reach unto?,BOYET
2368,Henry IV,31,4.1.136,To thirty thousand.,ROMEO
2369,Henry IV,32,4.1.137,Forty let it be:,LADY MACBETH
2370,Henry IV,32,4.1.138,"My father and Glendower being both away,",ACHILLES
2371,Henry IV,32,4.1.139,The powers of us may serve so great a day,WARWICK
2372,Henry IV,32,4.1.140,"Come, let us take a muster speedily:",AARON
2373,Henry IV,32,4.1.141,"Doomsday is near, die all, die merrily.",SILVIA
2374,Henry IV,33,4.1.142,Talk not of dying: I am out of fear,PERDITA
2375,Henry IV,33,4.1.143,Of death or death's hand for this one-half year.,CASCA
2376,Henry IV,33,,Exeunt,SUFFOLK
2377,Henry IV,33,,SCENE II. A public road near Coventry.,SICINIUS
2378,Henry IV,33,,Enter FALSTAFF and BARDOLPH,Lord
2379,Henry IV,1,4.2.1,"Bardolph, get thee before to Coventry, fill me a",HOTSPUR
2380,Henry IV,1,4.2.2,"bottle of sack: our soldiers shall march through,",SIR HUMPHREY
2381,Henry IV,1,4.2.3,we'll to Sutton Co'fil' tonight.,SUFFOLK
2382,Henry IV,2,4.2.4,"Will you give me money, captain?",ORLANDO
2383,Henry IV,3,4.2.5,"Lay out, lay out.",PAGE
2384,Henry IV,4,4.2.6,This bottle makes an angel.,SIMONIDES
2385,Henry IV,5,4.2.7,"An if it do, take it for thy labour, and if it make",KATHARINA
2386,Henry IV,5,4.2.8,"twenty, take them all, I'll answer the coinage. Bid",CANTERBURY
2387,Henry IV,5,4.2.9,my lieutenant Peto meet me at town's end.,PAULINA
2388,Henry IV,6,4.2.10,"I will, captain: farewell.",TOUCHSTONE
2389,Henry IV,6,,Exit,PAGE
2390,Henry IV,7,4.2.11,"If I be not ashamed of my soldiers, I am a soused",IAGO
2391,Henry IV,7,4.2.12,gurnet. I have misused the king's press damnably.,ROMEO
2392,Henry IV,7,4.2.13,"I have got, in exchange of a hundred and fifty",CLAUDIO
2393,Henry IV,7,4.2.14,"soldiers, three hundred and odd pounds. I press me",First Soldier
2394,Henry IV,7,4.2.15,"none but good house-holders, yeoman's sons, inquire",CRESSIDA
2395,Henry IV,7,4.2.16,"me out contracted bachelors, such as had been asked",MISTRESS QUICKLY
2396,Henry IV,7,4.2.17,"twice on the banns, such a commodity of warm slaves,",AEMELIA
2397,Henry IV,7,4.2.18,"as had as lieve hear the devil as a drum, such as",VALENTINE
2398,Henry IV,7,4.2.19,fear the report of a caliver worse than a struck,CLAUDIO
2399,Henry IV,7,4.2.20,fowl or a hurt wild-duck. I pressed me none but such,KING HENRY V
2400,Henry IV,7,4.2.21,"toasts-and-butter, with hearts in their bellies no",TIMON
2401,Henry IV,7,4.2.22,"bigger than pins' heads, and they have bought out",ANGELO
2402,Henry IV,7,4.2.23,"their services, and now my whole charge consists of",QUEEN MARGARET
2403,Henry IV,7,4.2.24,"ancients, corporals, lieutenants, gentlemen of",TITUS ANDRONICUS
2404,Henry IV,7,4.2.25,"companies, slaves as ragged as Lazarus in the",Host
2405,Henry IV,7,4.2.26,"painted cloth, where the glutton's dogs licked his",PRINCE HENRY
2406,Henry IV,7,4.2.27,"sores, and such as indeed were never soldiers, but",AARON
2407,Henry IV,7,4.2.28,"discarded unjust serving-men, younger sons to",ANGELO
2408,Henry IV,7,4.2.29,"younger brothers, revolted tapsters and ostlers",DUCHESS OF YORK
2409,Henry IV,7,4.2.30,"trade-fallen, the cankers of a calm world and a",GLOUCESTER
2410,Henry IV,7,4.2.31,"long peace, ten times more dishonourable ragged than",Messenger
2411,Henry IV,7,4.2.32,"an old faced ancient: and such have I, to fill up",QUEEN
2412,Henry IV,7,4.2.33,the rooms of them that have bought out their,ULYSSES
2413,Henry IV,7,4.2.34,"services, that you would think that I had a hundred",OTHELLO
2414,Henry IV,7,4.2.35,and fifty tattered prodigals lately come from,ROSALIND
2415,Henry IV,7,4.2.36,"swine-keeping, from eating draff and husks. A mad",MACBETH
2416,Henry IV,7,4.2.37,fellow met me on the way and told me I had unloaded,SIR NATHANIEL
2417,Henry IV,7,4.2.38,all the gibbets and pressed the dead bodies. No eye,HERMIONE
2418,Henry IV,7,4.2.39,hath seen such scarecrows. I'll not march through,BOTTOM
2419,Henry IV,7,4.2.40,"Coventry with them, that's flat: nay, and the",HAMLET
2420,Henry IV,7,4.2.41,"villains march wide betwixt the legs, as if they had",SHYLOCK
2421,Henry IV,7,4.2.42,"gyves on, for indeed I had the most of them out of",KING HENRY V
2422,Henry IV,7,4.2.43,prison. There's but a shirt and a half in all my,PUCK
2423,Henry IV,7,4.2.44,"company, and the half shirt is two napkins tacked",MARK ANTONY
2424,Henry IV,7,4.2.45,together and thrown over the shoulders like an,CANTERBURY
2425,Henry IV,7,4.2.46,"herald's coat without sleeves, and the shirt, to say",OTHELLO
2426,Henry IV,7,4.2.47,"the truth, stolen from my host at Saint Alban's, or",EDGAR
2427,Henry IV,7,4.2.48,the red-nose innkeeper of Daventry. But that's all,RICHARD
2428,Henry IV,7,4.2.49,"one, they'll find linen enough on every hedge.",Second Gentleman
2429,Henry IV,7,,Enter the PRINCE and WESTMORELAND,HENRY BOLINGBROKE
2430,Henry IV,8,4.2.50,"How now, blown Jack! how now, quilt!",MARIANA
2431,Henry IV,9,4.2.51,"What, Hal! how now, mad wag! what a devil dost thou",BLANCH
2432,Henry IV,9,4.2.52,"in Warwickshire? My good Lord of Westmoreland, I",YORK
2433,Henry IV,9,4.2.53,cry you mercy: I thought your honour had already been,Second Lord
2434,Henry IV,9,4.2.54,at Shrewsbury.,ADRIANA
2435,Henry IV,10,4.2.55,"Faith, Sir John,'tis more than time that I were",FLAVIUS
2436,Henry IV,10,4.2.56,"there, and you too, but my powers are there already.",ANTONY
2437,Henry IV,10,4.2.57,"The king, I can tell you, looks for us all: we must",GLOUCESTER
2438,Henry IV,10,4.2.58,away all night.,First Bandit
2439,Henry IV,11,4.2.59,"Tut, never fear me: I am as vigilant as a cat to",Mariner
2440,Henry IV,11,4.2.60,steal cream.,THERSITES
2441,Henry IV,12,4.2.61,"I think, to steal cream indeed, for thy theft hath",Messenger
2442,Henry IV,12,4.2.62,"already made thee butter. But tell me, Jack, whose",PAGE
2443,Henry IV,12,4.2.63,fellows are these that come after?,TALBOT
2444,Henry IV,13,4.2.64,"Mine, Hal, mine.",KING EDWARD IV
2445,Henry IV,14,4.2.65,I did never see such pitiful rascals.,OF SYRACUSE
2446,Henry IV,15,4.2.66,"Tut, tut, good enough to toss, food for powder, food",SIR ANDREW
2447,Henry IV,15,4.2.67,"for powder, they'll fill a pit as well as better:",ROSALIND
2448,Henry IV,15,4.2.68,"tush, man, mortal men, mortal men.",PORTIA
2449,Henry IV,16,4.2.69,"Ay, but, Sir John, methinks they are exceeding poor",LEONTES
2450,Henry IV,16,4.2.70,"and bare, too beggarly.",Soothsayer
2451,Henry IV,17,4.2.71,"'Faith, for their poverty, I know not where they had",KING LEAR
2452,Henry IV,17,4.2.72,"that, and for their bareness, I am sure they never",MALVOLIO
2453,Henry IV,17,4.2.73,learned that of me.,SIR NATHANIEL
2454,Henry IV,18,4.2.74,"No I'll be sworn, unless you call three fingers on",HECTOR
2455,Henry IV,18,4.2.75,"the ribs bare. But, sirrah, make haste: Percy is",BELARIUS
2456,Henry IV,18,4.2.76,already in the field.,BISHOP OF CARLISLE
2457,Henry IV,19,4.2.77,"What, is the king encamped?",IAGO
2458,Henry IV,20,4.2.78,"He is, Sir John: I fear we shall stay too long.",AEGEON
2459,Henry IV,21,4.2.79,"Well,",CLEOPATRA
2460,Henry IV,21,4.2.80,To the latter end of a fray and the beginning of a feast,AEMELIA
2461,Henry IV,21,4.2.81,Fits a dull fighter and a keen guest.,STEPHANO
2462,Henry IV,21,,Exeunt,ARIEL
